File,rowID,Process Time [s],DateTime,Timestamp,CurrentDate,CurrentTime,CurrentState,ToolID,DimerLotID,Batch,OperatorID,BoatQTY,BatchQuality,SurfaceArea,Thickness,DimerGrams,CounterRun,VCH_A_10T,VCH_B_10T,CCH_1T,CCH_Pirani,Foreline,Total_Runtime,Maint_Time,VA1,VA2,VN1,VCH,VPT4,VCPD,VCPE,VTC,VCP,VCT,VRP,VCTE,Pyro_UpperC,Pyro_LowerC,ColdTrap_CanisterC,Chiller_AmbientC,CoatCh_TopRearC,CoatCh_TopLeftC,CoatCh_TopRightC,CoatCh_TopFrontC,VaporCh_RearwallC,Band_FrntC,Band_MidC,Band_RearC,VaporCh_DoorC,VaporCh_DoorHtrC,VaporCh_RearHtrC,PumpoilC,CoatCh_Left_FlangeC,CoatCh_Right_FlangeC,CoatCh_Top_FlangeC,CoatCh_Bottom_FlangeC,CF160_Top_FlangeC,CF160_Front_FlangeC,CF160_Rear_FlangeC,CF160_Upper_FlangeC,CF160_Lower_FlangeC,CoatCh_InletC,VCT_JacketC,VRP_JacketC,VCP_JacketC,VCP_PipePortC,VCT_PipePortC,VRP_PipePortC,VRP_PaddleC,CF75_VaporChC,Cf75_45ELLC,VaporCh_FlangeC,XEntry_2INPipeC,XExit_2INPipeC,VCT_PaddleC,First_45ELLC,Second_45ELLC,VaporCh_PipeC,VaporCH_OutletC,VA1_C,VPT3_C,VPT4_C,PumpPipe_90ELLC,ISO80_PumpPortC,ISO80_ColtrapPortC,ISO80_ColdtrapC,VRP_PipeC,Coldtrap_4IN_PipeC,Coldtrap_8IN_PipeC,VCT_PipeC,CF100_XEntryC,ISO100_XExit_FlangeC,CF75_PyroTube_EntryC,VCT_90ELLC,SmartPyro
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25727,-2563,2021-02-25T11:47:37.000Z,1614253657,2/25/2021 12:00:00 AM,11:47:37,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,1023.92,0,1024,7.53,13.69,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,530.28,530.09,24.77,-32768,33.04,40.07,-32768,41.96,-32768,60.24,60.19,59.9,58.16,60.02,65.12,-32768,48.19,45.19,30.45,43.96,145.09,144.87,157.26,98.18,150.07,35.25,144.97,174.52,182.77,95.6,47.07,46.24,175.05,-32768,191.68,60.17,157.38,150.49,133.1,181.35,148.19,149,173.37,135.06,135.06,135.03,126.24,134.98,135.08,134.93,163.42,145.22,145.04,82.19,144.97,115.11,169.99,145.29,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25728,-2553,2021-02-25T11:47:47.000Z,1614253667,2/25/2021 12:00:00 AM,11:47:47,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,1023.92,0,1024.08,7.54,6.59,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,530.28,530.09,24.72,-32768,33.02,40.05,-32768,41.88,-32768,60.1,60.12,59.98,58.14,59.95,63.6,-32768,48.12,45.11,30.52,44.04,144.99,144.84,157.26,98.18,150.04,35.15,144.97,174,183.25,96.03,47.07,46.24,175.12,-32768,191.78,60.24,157.3,150.46,133.1,180.97,148.73,149.15,173.44,134.98,135.06,135.11,126.41,134.91,135.08,135.08,163.42,145.22,145.07,82.29,144.99,115.14,169.97,145.34,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25729,-2543,2021-02-25T11:47:57.000Z,1614253677,2/25/2021 12:00:00 AM,11:47:57,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,1023.96,0,1024.04,7.52,3.47,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,530.23,529.9,24.79,-32768,32.97,40.07,-32768,41.96,-32768,60,60.14,60,58.21,59.95,61.98,-32768,48.12,45.11,30.52,43.96,145.07,144.77,157.28,98.21,150.07,35.1,144.87,173.67,184.63,96.42,46.78,46.31,175.15,-32768,191.63,60.31,157.16,150.32,133,180.72,149.44,149.07,173.59,134.84,135.06,135.03,126.58,135.01,135.01,135.01,163.42,145.22,145.04,82.34,144.99,115.21,169.99,145.37,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25730,-2523,2021-02-25T11:48:17.000Z,1614253697,2/25/2021 12:00:00 AM,11:48:17,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,1023.88,0,1024.04,7.53,1.48,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,530.09,529.97,24.72,-32768,33.04,40,-32768,41.96,-32768,60.07,59.9,60.05,58.14,59.95,59.01,-32768,48.12,45.11,30.62,44.13,145.07,144.69,157.26,98.26,149.89,35.08,144.99,173.79,185.18,97.1,46.88,46.34,175.27,-32768,191.8,60.22,156.86,150.17,132.95,179.4,150.75,149.44,173.97,134.76,134.93,135.06,127.29,134.91,135.08,135.01,163.57,145.29,145.04,82.34,144.99,115.28,169.84,145.22,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25731,-2513,2021-02-25T11:48:27.000Z,1614253707,2/25/2021 12:00:00 AM,11:48:27,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,939.72,0,853.04,7.53,1.11,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,529.9,530.06,24.79,-32768,33.12,40.07,-32768,41.96,-32768,60.1,59.9,60.05,58.31,59.88,59.73,-32768,48.07,45.14,30.62,43.89,145.09,144.87,157.21,98.21,150.07,34.88,144.97,174,183.93,97.27,46.97,46.24,175.15,-32768,191.63,60.36,156.78,150.19,132.95,178.87,151.3,149.59,173.95,134.81,134.91,134.96,127.8,134.98,134.93,135.01,163.6,145.32,144.89,82.34,145.07,115.36,169.99,145.29,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25732,-2503,2021-02-25T11:48:37.000Z,1614253717,2/25/2021 12:00:00 AM,11:48:37,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,742.72,0,678.48,7.53,0.91,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,529.81,529.95,24.65,-32768,32.99,40.02,-32768,41.88,-32768,59.93,59.83,60.05,58.21,60.17,64.25,-32768,48.04,45.04,30.45,44.04,145.09,144.79,157.26,98.18,150.04,34.88,145.04,174.3,182.92,97.39,46.93,46.24,175.15,-32768,191.73,60.36,156.56,150.27,132.95,177.97,151.74,149.74,174.2,134.91,134.93,135.06,128.47,134.91,135.08,135.01,163.82,145.39,145.14,82.36,145.09,115.38,169.99,145.29,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25733,-2493,2021-02-25T11:48:47.000Z,1614253727,2/25/2021 12:00:00 AM,11:48:47,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,628.24,0,577.52,7.52,0.8,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,529.81,529.97,24.79,-32768,32.97,40.07,-32768,41.88,-32768,59.85,59.85,59.9,58.28,59.88,67.29,-32768,48.04,45.11,30.52,44.04,144.99,144.77,157.21,98.23,149.97,34.63,144.99,174.9,182.82,97.36,46.83,46.36,175.4,-32768,191.8,60.53,156.33,150.12,133.12,177.47,152.28,149.67,174.25,134.81,134.91,135.03,128.86,134.93,134.93,135.08,163.8,145.37,144.97,82.34,145.07,115.28,169.99,145.22,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25734,-2483,2021-02-25T11:48:57.000Z,1614253737,2/25/2021 12:00:00 AM,11:48:57,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,558.96,0,516.36,7.53,0.73,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,530.09,530.11,24.79,-32768,32.97,40.05,-32768,41.88,-32768,59.93,59.83,59.98,58.16,60.1,67.78,-32768,48.04,45.11,30.62,44.06,145.02,144.94,157.26,98.26,149.99,34.59,144.97,175.42,184.25,97.31,46.78,46.39,175.32,-32768,191.7,60.53,156.43,150.14,133.02,176.77,152.72,149.89,174.42,134.98,135.01,134.98,129.45,134.84,135.01,135.01,163.8,145.22,144.97,82.34,144.97,115.26,169.84,145.29,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25735,-2473,2021-02-25T11:49:07.000Z,1614253747,2/25/2021 12:00:00 AM,11:49:07,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,512.56,0,475.32,7.54,0.67,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,530.16,530.04,24.65,-32768,33.12,40.07,-32768,41.81,-32768,60.02,59.83,59.98,58.28,59.95,66.86,-32768,48,45.14,30.55,44.04,144.99,144.92,157.18,98.18,149.97,34.34,145.04,175.87,185.55,97.24,46.68,46.56,175.25,-32768,191.8,60.6,156.19,150.04,133,175.85,153.04,150.04,174.47,134.96,134.98,135.03,129.89,134.86,135.01,135.01,163.97,145.39,145.07,82.36,145.04,115.41,169.99,145.14,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25736,-2453,2021-02-25T11:49:27.000Z,1614253767,2/25/2021 12:00:00 AM,11:49:27,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,456.72,0,426.72,7.54,0.6,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,530.39,529.99,24.72,-32768,33.09,40.05,-32768,41.96,-32768,60.02,60.07,60.05,58.28,60.1,63.65,-32768,48.04,45.19,30.52,44.04,145.07,144.99,157.23,98.16,149.99,34.07,144.97,177.15,184.43,96.66,46.58,46.7,175.32,-32768,191.65,60.68,156.21,149.84,133.02,174.67,153.26,150.27,174.72,135.13,135.01,134.98,130.92,134.93,135.08,135.01,164.12,145.32,145.04,82.34,144.99,115.43,169.99,145.07,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25737,-2443,2021-02-25T11:49:37.000Z,1614253777,2/25/2021 12:00:00 AM,11:49:37,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,438.56,0,409.84,7.52,0.59,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,530.3,529.9,24.69,-32768,33.12,40,-32768,41.98,-32768,60.02,60.05,59.9,58.31,59.73,61.98,-32768,48.07,45.28,30.42,43.94,145.09,145.02,157.18,98.26,150.04,33.9,144.97,177.75,183.37,96.37,46.58,46.7,175.4,-32768,191.68,60.65,155.96,149.74,132.95,173.84,153.26,150.34,174.9,135.23,135.01,134.91,131.36,135.01,135.01,135.08,164.2,145.46,145.04,82.34,144.99,115.43,169.92,145.07,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25738,-2433,2021-02-25T11:49:47.000Z,1614253787,2/25/2021 12:00:00 AM,11:49:47,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,423,0,395.92,7.53,0.57,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,530.02,529.97,24.79,-32768,33.12,40.07,-32768,41.91,-32768,60,60.19,59.98,58.21,60.17,60.55,-32768,47.97,45.19,30.55,43.96,144.92,144.99,157.26,98.26,149.99,34.07,145.07,178.22,182.75,96.13,46.63,46.95,175.47,-32768,191.65,60.65,155.99,149.82,132.95,173.32,153.33,150.39,174.9,135.15,135.08,135.06,131.8,134.93,135.01,135.01,164.2,145.46,145.14,82.36,145.07,115.43,170.07,145.14,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25739,-2423,2021-02-25T11:49:57.000Z,1614253797,2/25/2021 12:00:00 AM,11:49:57,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,409.32,0,383.6,7.53,0.55,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,529.95,529.95,24.6,-32768,32.97,40,-32768,41.91,-32768,60.07,60.27,60.12,58.36,60.02,59.37,-32768,48.04,45.04,30.45,43.96,144.99,144.92,157.16,98.23,150.04,33.92,144.99,178.45,183.75,95.58,46.51,46.85,175.32,-32768,191.75,60.65,155.74,149.82,133.02,172.64,153.11,150.61,175.05,135.23,134.93,134.98,132.31,134.93,134.93,135.01,164.34,145.29,145.12,82.34,145.07,115.36,169.97,145.12,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25740,-2413,2021-02-25T11:50:07.000Z,1614253807,2/25/2021 12:00:00 AM,11:50:07,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,397.2,0,372.72,7.54,0.54,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,530.02,530.11,24.65,-32768,33.12,39.92,-32768,41.83,-32768,60.1,60.22,59.98,58.36,59.85,60.34,-32768,47.97,45.11,30.5,43.94,144.94,144.87,157.23,98.23,150.09,33.95,145.04,178.45,185.15,95.33,46.48,47.05,175.32,-32768,191.75,60.82,155.81,149.74,133.02,172.12,153.01,150.69,174.97,135.08,134.93,135.06,132.58,134.91,134.91,135.06,164.27,145.46,145.14,82.36,145.07,115.43,169.99,145.14,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25741,-2393,2021-02-25T11:50:27.000Z,1614253827,2/25/2021 12:00:00 AM,11:50:27,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,376.6,0,354.2,7.53,0.51,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,529.88,530.04,24.55,-32768,33.12,40,-32768,41.83,-32768,60,60.05,59.98,58.36,60.02,65.6,-32768,48.04,45.11,30.52,43.96,145.07,145.14,157.23,98.16,150.07,33.48,145.07,178.15,184.88,94.49,46.48,47.07,175.42,-32768,191.65,60.89,155.66,149.67,133,171.42,152.57,150.91,175.1,135.06,135.01,135.06,133.24,134.98,135.06,135.06,164.49,145.39,145.04,82.34,144.99,115.28,169.99,145.14,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25742,-2383,2021-02-25T11:50:37.000Z,1614253837,2/25/2021 12:00:00 AM,11:50:37,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,367.52,0,346.08,7.53,0.5,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,529.95,529.9,24.72,-32768,33.04,40,-32768,41.83,-32768,59.93,60.07,60,58.28,59.85,65.53,-32768,48.04,45.11,30.45,43.96,144.92,145.07,157.26,98.26,150.09,33.63,144.97,177.52,183.52,94.34,46.39,47.24,175.4,-32768,191.68,60.97,155.59,149.57,132.95,171.29,152.25,150.91,175.17,135.06,135.06,135.03,133.71,135.08,135.06,135.06,164.57,145.46,145.07,82.36,145.07,115.28,169.97,145.04,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25743,-2373,2021-02-25T11:50:47.000Z,1614253847,2/25/2021 12:00:00 AM,11:50:47,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,359.24,0,338.52,7.53,0.49,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,530.13,529.81,24.69,-32768,33.04,40,-32768,41.91,-32768,59.85,59.88,59.83,58.21,60.02,64.3,-32768,48.04,45.04,30.52,43.96,144.84,144.99,157.26,98.26,150.07,33.63,145.04,177.15,183,93.91,46.44,47.22,175.32,-32768,191.53,61.01,155.61,149.47,133.02,171.37,151.92,151.06,175.2,134.93,135.01,134.98,133.9,134.98,134.91,135.06,164.62,145.44,145.07,82.36,145.07,115.36,169.97,145.04,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25744,-2363,2021-02-25T11:50:57.000Z,1614253857,2/25/2021 12:00:00 AM,11:50:57,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,351.48,0,331.6,7.53,0.48,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,530.23,530.04,24.77,-32768,33.04,40.07,-32768,41.91,-32768,59.85,59.76,59.83,58.36,60.02,62.87,-32768,47.97,45.19,30.42,43.94,144.97,144.89,157.18,98.26,149.89,33.61,145.04,176.4,183.3,93.69,46.29,47.29,175.25,-32768,191.38,61.01,155.51,149.52,133.07,171.57,151.63,151.19,175.25,134.84,134.93,135.06,133.98,134.91,135.06,134.98,164.64,145.46,144.99,82.36,145.07,115.28,169.97,144.97,1
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/Mach750B03-202103011202.csv,25745,-2353,2021-02-25T11:51:07.000Z,1614253867,2/25/2021 12:00:00 AM,11:51:07,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,344.16,0,324.96,7.53,0.47,5891.48,0,0,0,0,0,1,0,0,0,0,0,1,0,530.23,530.11,24.72,-32768,33.12,40.07,-32768,41.91,-32768,60,59.81,59.88,58.36,60.14,61.5,-32768,47.9,45.19,30.5,44.01,144.92,145.07,157.3,98.16,150.07,33.41,144.99,175.97,184.7,93.45,46.46,47.32,175.32,-32768,191.43,60.99,155.36,149.42,133.07,171.72,151.24,151.19,175.27,134.93,134.93,134.98,134.35,134.98,134.84,135.06,164.72,145.39,144.89,82.34,144.92,115.21,170.04,145.04,1
